product url,product name,product price,rating,no of reviews
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NTYwODc4NDg2MTQzMjc5OjE2Nzk0OTc3NDc6c3BfYnRmOjIwMDg0MTM4NDM5NTk4OjowOjo&url=%2FSINOPACK-BACKPACK-LAPTOP-SCHOOL-LITER%2Fdp%2FB0BGPFCN7L%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497747%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"SINOPACK BAG AND BACKPACK FOR LAPTOP, SCHOOL, 32 LITER (33cms x 22cms x 51cms)",499,5.0 out of 5 stars,1 rating
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NTYwODc4NDg2MTQzMjc5OjE2Nzk0OTc3NDc6c3BfYnRmOjIwMTEwNDk0MDA5Mjk4OjowOjo&url=%2FClownfish-Polyester-Comfortable-Multipurpose-Toiletry%2Fdp%2FB0BPPC9W1N%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497747%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,The Clownfish Combo of Rex Series Polyester 14 inch Laptop Sleeve with Comfortable Carry Handle & Scholar Series Multipurpose Polyester Travel Pouch Pencil Case Toiletry Bag (Brown),839.,3.0 out of 5 stars,1 rating
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgzODAxNzUwNDIzNzA5OjE2Nzk0OTc4MDg6c3BfYXRmX25leHQ6MjAxMDA4NTUwOTg1OTg6OjA6Og&url=%2FFur-Jaden-resistant-Backpack-BM100_Brown%2Fdp%2FB07P5X6NSN%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497808%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students,889.,4.2 out of 5 stars,"2,238 ratings"
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgzODAxNzUwNDIzNzA5OjE2Nzk0OTc4MDg6c3BfYXRmX25leHQ6MjAxMDg3MTI4NzA2OTg6OjA6Og&url=%2FClownfish-Victor-Leather-Backpack-Laptops%2Fdp%2FB07PHSQ1SJ%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497808%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,The Clownfish Maverick Backpack 40 liters |15.6 inch Laptop Backpack | Travel Bag,"1,499",4.2 out of 5 stars,743 ratings
http://www.amazon.in/ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1679497808&sprefix=ba%2Caps%2C283&sr=8-87,ADISA Women Girls Floral Print Sling Bag,495,4.2 out of 5 stars,"1,213 ratings"
http://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1679497808&sprefix=ba%2Caps%2C283&sr=8-88,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"1,895.",4.3 out of 5 stars,"3,231 ratings"
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgzODAxNzUwNDIzNzA5OjE2Nzk0OTc4MDg6c3BfbXRmOjIwMTA4NTk1NTk4MDk4OjowOjo&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497808%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Lavie Sport Chairman Laptop Bag | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,899,4.0 out of 5 stars,733 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgzODAxNzUwNDIzNzA5OjE2Nzk0OTc4MDg6c3BfbXRmOjIwMDc4NzY3OTY0Nzk4OjowOjo&url=%2FStrabo-Laptop-Backpack-Office-College%2Fdp%2FB09SB4FKGH%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497808%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"STRABO Oslo 37 L Nylon Black 15.6"" inch Laptop Backpack | Office, College, Travel Bag","1,359.",4.4 out of 5 stars,16 ratings
http://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHL52MK/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1679497808&sprefix=ba%2Caps%2C283&sr=8-96,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments","1,199",4.0 out of 5 stars,"2,486 ratings"
http://www.amazon.in/Lavie-Broxa-Womens-Sling-Plum/dp/B08JDG1NKX/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1679497808&sprefix=ba%2Caps%2C283&sr=8-97,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,"1,069.",4.2 out of 5 stars,"5,690 ratings"
http://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1679497808&sprefix=ba%2Caps%2C283&sr=8-98,Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,980.,4.2 out of 5 stars,"54,803 ratings"
http://www.amazon.in/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1679497808&sprefix=ba%2Caps%2C283&sr=8-100,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),"1,499.",4.3 out of 5 stars,876 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgzODAxNzUwNDIzNzA5OjE2Nzk0OTc4MDg6c3BfYnRmOjIwMTAzOTY5MjQ1NTk4OjowOjo&url=%2FVertical-Polyester-Backpack-8903496163575-33X16X47%2Fdp%2FB09FGH5JFP%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497808%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,The Vertical Unisex 25 Ltrs Laptop Backpack (Up to 14 Inch) With 2 Compartments,700,3.7 out of 5 stars,22 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgzODAxNzUwNDIzNzA5OjE2Nzk0OTc4MDg6c3BfYnRmOjIwMTI3NjgzODcyMzk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497808%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,400.",4.7 out of 5 stars,19 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjg3MjA2MzU3Nzc4NzI5OjE2Nzk0OTc4NzY6c3BfYXRmX25leHQ6MjAxMDg3MTI4NzA3OTg6OjA6Og&url=%2FClownfish-Extremis-liter-Laptop-Backpack%2Fdp%2FB07NSYD9H8%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497876%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,THE CLOWNFISH Mark XXIX Extremis 27 liters Leatherette Mature Unisex Laptop Backpack for 14 inch Laptop Laptop Bakpack ( Mud Brown),"1,319.",4.3 out of 5 stars,106 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjg3MjA2MzU3Nzc4NzI5OjE2Nzk0OTc4NzY6c3BfYXRmX25leHQ6MjAxMzIxMjQyMDgyOTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Laptop-Compartment%2Fdp%2FB09XLNNQC1%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497876%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"1,299",4.1 out of 5 stars,"1,017 ratings"
http://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1679497876&sprefix=ba%2Caps%2C283&sr=8-100,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",499.,4.3 out of 5 stars,"6,773 ratings"
http://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1679497876&sprefix=ba%2Caps%2C283&sr=8-101,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,664,4.1 out of 5 stars,"3,861 ratings"
http://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1679497876&sprefix=ba%2Caps%2C283&sr=8-102,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",263.,4.1 out of 5 stars,"8,199 ratings"
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjg3MjA2MzU3Nzc4NzI5OjE2Nzk0OTc4NzY6c3BfbXRmOjIwMDM5NjcwNDg4OTk4OjowOjo&url=%2FHP-OMEN-Transceptor-Backpack-15-inch%2Fdp%2FB087QWFDNP%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497876%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HP OMEN Transceptor 15.6-inch Water Resistant Backpack with Padded Shoulder Straps for Laptops and Notebooks,"3,690.",4.3 out of 5 stars,38 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjg3MjA2MzU3Nzc4NzI5OjE2Nzk0OTc4NzY6c3BfbXRmOjIwMDE1OTQ2MzU1NDk4OjowOjo&url=%2FLunars-Laptop-Office-Water-Resistant%2Fdp%2FB09MF7B1ZK%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497876%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Lunar's 45 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9 out of 5 stars,128 ratings
http://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1679497876&sprefix=ba%2Caps%2C283&sr=8-111,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",429.,3.9 out of 5 stars,"1,243 ratings"
http://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1679497876&sprefix=ba%2Caps%2C283&sr=8-112,"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Medium - 30 bags/roll (Pack of 6)",339.,4.3 out of 5 stars,"30,163 ratings"
http://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1679497876&sprefix=ba%2Caps%2C283&sr=8-113,Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,440.,3.9 out of 5 stars,"2,528 ratings"
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjg3MjA2MzU3Nzc4NzI5OjE2Nzk0OTc4NzY6c3BfYnRmOjIwMTE4MzYyNjg2MDk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BTYTY8GG%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497876%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,100",5.0 out of 5 stars,10 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjg3MjA2MzU3Nzc4NzI5OjE2Nzk0OTc4NzY6c3BfYnRmOjIwMDk3NTc5NTAxODk4OjowOjo&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B68Y7H6F%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497876%26sprefix%3Dba%252Caps%252C283%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,000",4.2 out of 5 stars,126 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjY4ODkwMzQwMzkzMzM2OjE2Nzk0OTc5NDM6c3BfYXRmX25leHQ6MjAxMTc3OTU4NzQ1OTg6OjA6Og&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497943%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA2ZJIE4OXD710M,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,999",4.4 out of 5 stars,21 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjY4ODkwMzQwMzkzMzM2OjE2Nzk0OTc5NDM6c3BfYXRmX25leHQ6MjAxMTA0OTQwMDg3OTg6OjA6Og&url=%2FClownfish-Polyester-Scholar-Multipurpose-Toiletry%2Fdp%2FB0BPMGXSNC%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497943%26sprefix%3Dba%252Caps%252C283%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,The Clownfish Combo of Algo Series Polyester 15.6 inch Laptop Sleeve & Scholar Series Multipurpose Polyester Travel Pouch Pencil Case Toiletry Bag (Blue),749.,Previous page,
http://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1679497943&sprefix=ba%2Caps%2C283&sr=8-115,"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop 25 L Travel Bag for Men, Dark Grey","1,946.",4.4 out of 5 stars,"3,252 ratings"
http://www.amazon.in/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1679497943&sprefix=ba%2Caps%2C283&sr=8-120,"AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)",778.,4.1 out of 5 stars,"1,215 ratings"
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjY4ODkwMzQwMzkzMzM2OjE2Nzk0OTc5NDM6c3BfbXRmOjIwMTMxNTk0MzIzMjk4OjowOjo&url=%2FBACDA-Backpack-College-Business-Multifunctional%2Fdp%2FB0BW987XQP%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497943%26sprefix%3Dba%252Caps%252C283%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,BACDA 24 L Casual Laptop Backpack fits 15.6 inch/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Outdoor Backpack Multifunctional Laptop Bag,839,5.0 out of 5 stars,2 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjY4ODkwMzQwMzkzMzM2OjE2Nzk0OTc5NDM6c3BfbXRmOjIwMTIzNDg0NTE4Nzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B66Y2P4%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497943%26sprefix%3Dba%252Caps%252C283%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HEROZ Hammer Unisex Nylon 40 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black & A. Blue),"1,079.",4.2 out of 5 stars,"1,087 ratings"
http://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1679497943&sprefix=ba%2Caps%2C283&sr=8-125,ASTRID Women's Round Sling Bag with Pompoms (Brown),474.,4.4 out of 5 stars,349 ratings
http://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1679497943&sprefix=ba%2Caps%2C283&sr=8-128,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),749.,3.9 out of 5 stars,"1,218 ratings"
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjY4ODkwMzQwMzkzMzM2OjE2Nzk0OTc5NDM6c3BfYnRmOjIwMTMxMjQxNjU3NDk4OjowOjo&url=%2Fcreation-Large-Laptop-Backpack-Multi-color%2Fdp%2FB09VL9BRYP%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497943%26sprefix%3Dba%252Caps%252C283%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,HA creation Large Laptop Backpack/Bag for Unisex Teens & Adults for College/Office/Travel/School Use in Multi-color | 30.5 cm x 18 cm x 46 cm.,499.,3.0 out of 5 stars,2 ratings
http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjY4ODkwMzQwMzkzMzM2OjE2Nzk0OTc5NDM6c3BfYnRmOjIwMTIyOTI3MjUxODk4OjowOjo&url=%2FRed-Lemon-Backpack-Charging-Resistant%2Fdp%2FB09WYVR9Y1%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679497943%26sprefix%3Dba%252Caps%252C283%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Red Lemon Arctic Hunter Laptop Backpack with USB Charging for 15.6 Inch Laptop, Business Travel Bag with Luggage Strap, Water Resistant Backpack Casual Travel Backpack for Men & Woman","2,199.",3.8 out of 5 stars,24 ratings
